                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    161,                0.31578,                0.21148,                0.87144,                0.98911,                0.98333,                0.99019,                0.85917,                0.64768,                0.26981,                0.93149,                0.00472,                0.00472,                0.00472
                    162,                0.31621,                0.21197,                0.86802,                0.98857,                0.98339,                0.99077,                  0.859,                0.64765,                0.26994,                0.93154,               0.004687,               0.004687,               0.004687
                    163,                0.31386,                0.21134,                0.86797,                0.98851,                0.98339,                0.99073,                 0.8585,                0.64751,                0.26951,                0.93145,               0.004654,               0.004654,               0.004654
                    164,                0.30901,                0.20894,                0.86572,                0.98845,                 0.9834,                0.99078,                 0.8586,                0.64754,                0.26957,                0.93152,               0.004621,               0.004621,               0.004621
                    165,                 0.3113,                0.20711,                0.86814,                0.98841,                0.98341,                0.99088,                0.85833,                0.64739,                0.26941,                0.93137,               0.004588,               0.004588,               0.004588
                    166,                 0.3131,                0.20964,                0.86979,                0.98833,                0.98342,                0.99092,                0.85804,                0.64734,                0.26915,                0.93138,               0.004555,               0.004555,               0.004555
                    167,                0.30732,                0.20723,                0.86545,                 0.9883,                0.98346,                0.99095,                 0.8586,                0.64711,                0.26905,                0.93138,               0.004522,               0.004522,               0.004522
                    168,                0.31042,                0.20818,                0.86732,                0.98827,                0.98348,                0.99097,                0.85897,                0.64675,                0.26896,                0.93123,               0.004489,               0.004489,               0.004489
                    169,                0.30893,                0.20954,                0.86854,                0.98833,                0.98353,                0.99098,                0.85866,                0.64663,                0.26876,                0.93127,               0.004456,               0.004456,               0.004456
                    170,                0.31066,                0.20937,                0.86863,                0.98841,                0.98355,                  0.991,                0.85892,                0.64637,                 0.2686,                0.93127,               0.004423,               0.004423,               0.004423
                    171,                0.30495,                0.20465,                0.86749,                0.98804,                0.98377,                0.99105,                0.85939,                0.64589,                0.26822,                0.93111,                0.00439,                0.00439,                0.00439
                    172,                0.30576,                0.20614,                0.86978,                0.98783,                0.98407,                0.99123,                 0.8599,                0.64572,                0.26777,                0.93109,               0.004357,               0.004357,               0.004357
                    173,                0.30979,                0.20765,                0.86987,                0.98783,                 0.9841,                0.99135,                0.86023,                0.64558,                0.26724,                0.93091,               0.004324,               0.004324,               0.004324
                    174,                0.30455,                0.20575,                0.86785,                0.98781,                0.98412,                0.99148,                0.86021,                0.64561,                0.26711,                0.93099,               0.004291,               0.004291,               0.004291
                    175,                0.30417,                 0.2044,                0.86746,                0.98781,                0.98408,                0.99147,                0.86042,                0.64542,                0.26694,                0.93092,               0.004258,               0.004258,               0.004258
                    176,                0.30315,                 0.2043,                0.86245,                 0.9878,                 0.9841,                0.99148,                0.85996,                0.64543,                0.26677,                0.93109,               0.004225,               0.004225,               0.004225
                    177,                0.30317,                0.20484,                0.86466,                0.98779,                0.98418,                0.99147,                0.86021,                0.64545,                 0.2666,                0.93116,               0.004192,               0.004192,               0.004192
                    178,                0.30652,                0.20561,                0.86836,                0.98778,                0.98423,                0.99147,                0.86022,                0.64525,                0.26629,                0.93115,               0.004159,               0.004159,               0.004159
                    179,                0.30613,                0.20725,                0.86679,                0.98777,                0.98431,                0.99135,                0.86068,                0.64516,                0.26616,                0.93113,               0.004126,               0.004126,               0.004126
                    180,                 0.2948,                0.20205,                0.86413,                0.98777,                0.98429,                0.99119,                0.86081,                0.64497,                0.26566,                0.93123,               0.004093,               0.004093,               0.004093
                    181,                0.30275,                0.20387,                0.86593,                0.98777,                0.98435,                0.99115,                0.86107,                0.64487,                0.26572,                0.93131,                0.00406,                0.00406,                0.00406
                    182,                0.29819,                0.20144,                0.86201,                0.98781,                0.98438,                0.99109,                0.86154,                0.64477,                 0.2662,                0.93118,               0.004027,               0.004027,               0.004027
                    183,                0.29996,                0.20498,                0.86294,                 0.9878,                0.98451,                0.99107,                0.86202,                 0.6446,                0.26611,                0.93114,               0.003994,               0.003994,               0.003994
                    184,                0.29509,                0.19846,                0.86172,                0.98782,                0.98448,                 0.9911,                0.86155,                 0.6445,                0.26591,                0.93102,               0.003961,               0.003961,               0.003961
                    185,                0.29537,                0.19868,                0.86146,                0.98781,                0.98453,                0.99117,                0.86165,                 0.6443,                0.26601,                0.93094,               0.003928,               0.003928,               0.003928
                    186,                 0.2954,                 0.1994,                 0.8614,                0.98783,                0.98458,                0.99118,                0.86199,                0.64432,                0.26622,                0.93093,               0.003895,               0.003895,               0.003895
                    187,                0.29759,                0.20294,                0.86129,                0.98784,                0.98463,                 0.9912,                 0.8618,                0.64404,                0.26603,                0.93071,               0.003862,               0.003862,               0.003862
                    188,                0.29672,                0.20046,                0.86376,                0.98785,                0.98461,                0.99122,                0.86106,                0.64364,                0.26586,                0.93054,               0.003829,               0.003829,               0.003829
                    189,                0.29624,                 0.1994,                0.86401,                0.98788,                0.98466,                0.99129,                0.86099,                0.64394,                0.26572,                0.93058,               0.003796,               0.003796,               0.003796
                    190,                0.29655,                0.20096,                 0.8621,                0.98773,                0.98473,                0.99132,                0.86108,                0.64365,                0.26586,                0.93059,               0.003763,               0.003763,               0.003763
                    191,                0.29693,                0.20189,                 0.8616,                0.98796,                0.98463,                0.99134,                 0.8614,                0.64333,                0.26571,                0.93019,                0.00373,                0.00373,                0.00373
                    192,                0.29391,                0.19848,                0.86188,                0.98813,                0.98432,                 0.9913,                0.86216,                0.64324,                0.26575,                0.93033,               0.003697,               0.003697,               0.003697
                    193,                0.29019,                0.19725,                0.86054,                0.98813,                0.98448,                0.99127,                0.86195,                0.64303,                0.26533,                0.93025,               0.003664,               0.003664,               0.003664
                    194,                0.29207,                0.19611,                0.86022,                0.98864,                0.98462,                0.99126,                0.86211,                0.64279,                0.26527,                0.93019,               0.003631,               0.003631,               0.003631
                    195,                0.29213,                0.19607,                0.86213,                0.98835,                0.98472,                0.99124,                0.86216,                  0.643,                0.26502,                0.93032,               0.003598,               0.003598,               0.003598
                    196,                0.28812,                0.19691,                0.86079,                0.98776,                0.98478,                0.99124,                0.86242,                0.64291,                0.26519,                0.93038,               0.003565,               0.003565,               0.003565
                    197,                0.28861,                 0.1952,                 0.8605,                0.98761,                 0.9849,                0.99122,                0.86235,                 0.6427,                0.26475,                0.93035,               0.003532,               0.003532,               0.003532
                    198,                0.29098,                0.19783,                0.86069,                0.98754,                0.98498,                0.99124,                0.86208,                0.64241,                0.26498,                0.93025,               0.003499,               0.003499,               0.003499
                    199,                  0.284,                0.19479,                0.85789,                0.98772,                0.98491,                0.99125,                0.86212,                 0.6424,                0.26482,                0.93035,               0.003466,               0.003466,               0.003466
                    200,                0.28935,                0.19608,                0.86115,                0.98743,                0.98501,                0.99123,                 0.8625,                0.64234,                0.26472,                0.93036,               0.003433,               0.003433,               0.003433
                    201,                 0.2883,                0.19454,                0.86002,                0.98734,                0.98507,                0.99124,                0.86271,                0.64226,                0.26476,                0.93022,                 0.0034,                 0.0034,                 0.0034
                    202,                0.28444,                0.19331,                0.86089,                0.98722,                0.98512,                0.99123,                0.86311,                0.64212,                0.26495,                0.93025,               0.003367,               0.003367,               0.003367
                    203,                0.28441,                0.19121,                0.85942,                0.98808,                0.98426,                0.99122,                 0.8633,                0.64199,                0.26478,                0.93018,               0.003334,               0.003334,               0.003334
                    204,                0.28299,                0.19088,                0.85661,                0.98812,                0.98413,                0.99121,                 0.8631,                0.64191,                0.26488,                0.93028,               0.003301,               0.003301,               0.003301
                    205,                0.28192,                0.18997,                0.85751,                0.98806,                0.98405,                0.99119,                0.86334,                0.64188,                0.26448,                0.93026,               0.003268,               0.003268,               0.003268
                    206,                0.28631,                0.19178,                0.85911,                0.98803,                  0.984,                 0.9912,                0.86308,                0.64167,                0.26438,                0.93028,               0.003235,               0.003235,               0.003235
                    207,                0.28122,                0.18884,                0.85922,                0.98808,                0.98398,                0.99122,                0.86359,                0.64174,                0.26407,                0.93025,               0.003202,               0.003202,               0.003202
                    208,                0.28383,                0.19047,                 0.8605,                0.98459,                0.98814,                0.99122,                0.86357,                0.64158,                0.26343,                 0.9303,               0.003169,               0.003169,               0.003169
                    209,                0.28029,                0.18927,                0.85639,                0.98461,                0.98826,                 0.9912,                0.86367,                0.64167,                0.26359,                 0.9303,               0.003136,               0.003136,               0.003136
                    210,                0.27934,                0.18894,                0.85538,                0.98468,                0.98828,                0.99125,                0.86435,                0.64154,                 0.2636,                 0.9302,               0.003103,               0.003103,               0.003103
                    211,                0.27888,                0.18818,                0.85833,                0.98469,                0.98832,                0.99128,                 0.8648,                0.64138,                0.26355,                0.93014,                0.00307,                0.00307,                0.00307
                    212,                0.27756,                0.18949,                0.85879,                0.98474,                0.98833,                0.99131,                0.86398,                0.64141,                0.26303,                0.93016,               0.003037,               0.003037,               0.003037
                    213,                0.27765,                0.18716,                0.85886,                0.98473,                0.98838,                0.99129,                0.86446,                0.64115,                0.26333,                0.93014,               0.003004,               0.003004,               0.003004
                    214,                 0.2756,                0.18691,                0.85804,                0.98473,                0.98845,                0.99134,                0.86442,                0.64091,                0.26293,                0.93007,               0.002971,               0.002971,               0.002971
                    215,                0.27544,                0.18576,                0.85414,                0.98477,                0.98849,                0.99135,                0.86532,                0.64055,                 0.2627,                0.92993,               0.002938,               0.002938,               0.002938
                    216,                0.27388,                0.18397,                0.85674,                0.98478,                0.98854,                0.99136,                0.86516,                0.64037,                0.26266,                0.92986,               0.002905,               0.002905,               0.002905
                    217,                0.26952,                0.18311,                0.85121,                 0.9848,                0.98863,                0.99137,                0.86558,                0.64024,                0.26269,                0.92981,               0.002872,               0.002872,               0.002872
                    218,                0.27336,                0.18631,                0.85691,                0.98477,                0.98876,                0.99137,                0.86547,                0.64009,                0.26282,                0.92973,               0.002839,               0.002839,               0.002839
                    219,                0.27351,                0.18472,                0.85514,                0.98478,                0.98879,                0.99139,                0.86579,                0.63993,                0.26274,                0.92976,               0.002806,               0.002806,               0.002806
                    220,                0.27325,                0.18497,                 0.8553,                0.98475,                0.98888,                0.99142,                0.86669,                0.63964,                0.26266,                0.92977,               0.002773,               0.002773,               0.002773
                    221,                0.27217,                0.18581,                0.85794,                0.98473,                0.98891,                0.99142,                0.86632,                0.63942,                0.26229,                0.92967,                0.00274,                0.00274,                0.00274
                    222,                0.27198,                0.18482,                0.85696,                0.98471,                0.98895,                0.99143,                0.86605,                0.63938,                0.26267,                0.92969,               0.002707,               0.002707,               0.002707
                    223,                0.27218,                0.18508,                0.85458,                0.98471,                0.98896,                0.99136,                0.86632,                0.63926,                0.26253,                 0.9296,               0.002674,               0.002674,               0.002674
                    224,                0.26881,                0.18297,                0.85281,                0.98472,                0.98898,                0.99135,                0.86658,                0.63914,                0.26233,                0.92956,               0.002641,               0.002641,               0.002641
                    225,                 0.2675,                0.18035,                0.85672,                0.98474,                0.98901,                0.99138,                0.86665,                0.63877,                0.26231,                0.92924,               0.002608,               0.002608,               0.002608
                    226,                0.27014,                0.18235,                0.85561,                 0.9848,                  0.989,                0.99141,                0.86656,                0.63874,                0.26199,                0.92925,               0.002575,               0.002575,               0.002575
                    227,                0.26747,                0.18055,                0.85348,                 0.9848,                0.98903,                0.99142,                0.86681,                0.63859,                0.26189,                0.92911,               0.002542,               0.002542,               0.002542
                    228,                0.27111,                0.18201,                0.85474,                0.98478,                0.98906,                0.99147,                 0.8669,                0.63873,                0.26187,                0.92916,               0.002509,               0.002509,               0.002509
                    229,                0.26772,                  0.181,                0.85485,                0.98476,                0.98911,                 0.9915,                0.86673,                0.63885,                0.26197,                0.92924,               0.002476,               0.002476,               0.002476
                    230,                0.26351,                0.17798,                0.85013,                0.98476,                0.98912,                0.99151,                0.86696,                0.63873,                 0.2614,                0.92933,               0.002443,               0.002443,               0.002443
                    231,                  0.264,                0.17818,                0.85405,                0.98474,                0.98916,                0.99154,                0.86708,                0.63871,                0.26134,                0.92932,                0.00241,                0.00241,                0.00241
                    232,                  0.265,                 0.1796,                0.85406,                0.98469,                0.98918,                0.99156,                0.86731,                0.63853,                0.26133,                0.92923,               0.002377,               0.002377,               0.002377
                    233,                0.26452,                 0.1801,                0.85206,                 0.9847,                 0.9892,                0.99156,                0.86718,                0.63851,                 0.2615,                0.92929,               0.002344,               0.002344,               0.002344
                    234,                0.26395,                0.17841,                0.85105,                0.98468,                0.98923,                0.99157,                0.86778,                0.63857,                0.26114,                0.92929,               0.002311,               0.002311,               0.002311
                    235,                0.26014,                0.17679,                0.85336,                0.98457,                0.98988,                0.99155,                0.86764,                0.63839,                0.26111,                0.92925,               0.002278,               0.002278,               0.002278
                    236,                0.25971,                 0.1776,                0.84977,                0.98457,                0.99004,                0.99154,                0.86737,                0.63839,                 0.2605,                0.92927,               0.002245,               0.002245,               0.002245
                    237,                0.25912,                0.17388,                0.85052,                0.98456,                 0.9901,                0.99153,                0.86763,                0.63844,                 0.2602,                0.92929,               0.002212,               0.002212,               0.002212
                    238,                0.26028,                0.17656,                0.84958,                0.98459,                 0.9901,                0.99152,                0.86792,                0.63828,                0.25998,                0.92919,               0.002179,               0.002179,               0.002179
                    239,                0.25739,                0.17667,                0.84829,                0.98459,                0.99013,                0.99147,                0.86813,                 0.6381,                0.25988,                0.92916,               0.002146,               0.002146,               0.002146
                    240,                0.25691,                0.17596,                0.84846,                0.98461,                0.99009,                0.99145,                0.86784,                0.63793,                0.25979,                0.92919,               0.002113,               0.002113,               0.002113
                    241,                0.25671,                0.17391,                0.84762,                0.98461,                 0.9901,                0.99147,                0.86799,                0.63803,                0.25948,                0.92943,                0.00208,                0.00208,                0.00208
                    242,                0.25144,                0.17093,                0.84651,                0.98551,                0.98965,                0.99149,                0.86803,                0.63792,                0.25941,                0.92948,               0.002047,               0.002047,               0.002047
                    243,                0.25367,                0.17334,                0.84647,                0.98544,                 0.9898,                0.99146,                0.86754,                0.63806,                0.25937,                0.92957,               0.002014,               0.002014,               0.002014
                    244,                0.25261,                0.17177,                0.84962,                0.98542,                0.98985,                0.99142,                0.86723,                0.63822,                0.25928,                0.92966,               0.001981,               0.001981,               0.001981
                    245,                0.25198,                0.17006,                 0.8492,                0.98539,                0.98989,                0.99141,                0.86706,                0.63815,                0.25904,                0.92965,               0.001948,               0.001948,               0.001948
                    246,                0.25379,                0.17264,                0.84747,                0.98549,                0.98981,                0.99143,                0.86757,                0.63816,                0.25866,                0.92968,               0.001915,               0.001915,               0.001915
                    247,                 0.2497,                0.16961,                0.84716,                0.98547,                0.98969,                0.99149,                0.86755,                0.63798,                 0.2585,                0.92955,               0.001882,               0.001882,               0.001882
                    248,                0.24808,                 0.1698,                0.84875,                 0.9855,                0.98967,                0.99155,                0.86784,                0.63791,                0.25823,                0.92957,               0.001849,               0.001849,               0.001849
                    249,                0.24902,                0.17061,                0.84837,                0.98551,                0.98956,                0.99169,                0.86786,                0.63799,                0.25792,                0.92963,               0.001816,               0.001816,               0.001816
                    250,                0.25037,                 0.1723,                0.84875,                0.98545,                0.98951,                0.99179,                0.86779,                0.63785,                0.25773,                0.92946,               0.001783,               0.001783,               0.001783
                    251,                0.24752,                 0.1685,                0.84564,                0.98542,                0.98955,                0.99188,                0.86844,                0.63786,                0.25786,                0.92948,                0.00175,                0.00175,                0.00175
                    252,                0.24752,                0.16805,                 0.8477,                0.98551,                0.98917,                0.99192,                 0.8681,                0.63776,                0.25822,                0.92939,               0.001717,               0.001717,               0.001717
                    253,                0.24781,                0.16918,                0.84561,                0.98577,                0.98852,                0.99191,                0.86774,                0.63765,                0.25817,                0.92931,               0.001684,               0.001684,               0.001684
                    254,                0.24408,                0.16737,                0.84571,                0.98608,                0.98829,                0.99192,                0.86755,                0.63754,                0.25799,                0.92938,               0.001651,               0.001651,               0.001651
                    255,                 0.2406,                0.16668,                0.84486,                0.98608,                0.98829,                0.99194,                0.86718,                0.63711,                0.25777,                  0.929,               0.001618,               0.001618,               0.001618
                    256,                0.24139,                0.16514,                0.84479,                0.98589,                0.98829,                0.99196,                0.86818,                0.63718,                0.25751,                0.92907,               0.001585,               0.001585,               0.001585
                    257,                 0.2418,                0.16328,                0.84513,                 0.9857,                0.98846,                0.99195,                0.86747,                0.63694,                0.25709,                0.92893,               0.001552,               0.001552,               0.001552
                    258,                0.23873,                0.16261,                0.84383,                 0.9857,                0.98831,                0.99198,                0.86849,                 0.6368,                0.25675,                0.92893,               0.001519,               0.001519,               0.001519
                    259,                 0.2399,                0.16333,                0.84302,                0.98568,                0.98895,                0.99196,                 0.8683,                0.63665,                0.25624,                0.92889,               0.001486,               0.001486,               0.001486
                    260,                0.23764,                0.16242,                0.84285,                0.98569,                0.98895,                0.99196,                0.86852,                0.63643,                0.25611,                 0.9287,               0.001453,               0.001453,               0.001453
                    261,                0.24079,                 0.1632,                0.84384,                0.98562,                0.98921,                0.99196,                0.86865,                0.63637,                0.25604,                0.92861,                0.00142,                0.00142,                0.00142
                    262,                0.23994,                0.16177,                0.84357,                0.98557,                0.98903,                0.99196,                0.86844,                 0.6363,                0.25591,                0.92862,               0.001387,               0.001387,               0.001387
                    263,                0.23778,                0.16249,                0.84504,                0.98548,                0.98899,                0.99197,                0.86848,                 0.6363,                 0.2563,                0.92863,               0.001354,               0.001354,               0.001354
                    264,                0.23272,                0.16074,                0.83973,                0.98542,                0.98899,                0.99196,                0.86884,                0.63615,                0.25678,                 0.9285,               0.001321,               0.001321,               0.001321
                    265,                 0.2378,                0.16304,                0.84397,                0.98538,                0.98961,                0.99196,                0.86846,                0.63675,                 0.2569,                0.92913,               0.001288,               0.001288,               0.001288
                    266,                0.23496,                0.15879,                0.84416,                0.98608,                0.99009,                0.99197,                0.86831,                0.63687,                0.25688,                0.92917,               0.001255,               0.001255,               0.001255
                    267,                0.23347,                0.15914,                0.84347,                0.98592,                0.99009,                0.99198,                0.86821,                 0.6369,                0.25693,                 0.9292,               0.001222,               0.001222,               0.001222
                    268,                0.23249,                0.15823,                0.84075,                 0.9861,                0.99009,                0.99199,                0.86896,                0.63702,                0.25671,                0.92919,               0.001189,               0.001189,               0.001189
                    269,                0.23452,                0.16038,                0.84483,                0.98572,                0.99009,                0.99202,                0.86811,                0.63697,                0.25642,                0.92917,               0.001156,               0.001156,               0.001156
                    270,                0.23447,                0.15804,                0.84273,                0.98569,                0.99004,                  0.992,                0.86769,                  0.637,                0.25642,                0.92914,               0.001123,               0.001123,               0.001123
                    271,                0.22907,                0.15746,                0.83949,                0.98566,                0.98987,                0.99204,                0.86764,                0.63682,                0.25646,                0.92906,                0.00109,                0.00109,                0.00109
                    272,                0.22904,                0.15612,                0.84045,                0.98562,                0.98978,                0.99204,                0.86776,                 0.6369,                0.25626,                0.92909,               0.001057,               0.001057,               0.001057
                    273,                0.22682,                0.15633,                0.83962,                0.98559,                0.98977,                0.99209,                0.86785,                0.63663,                0.25622,                0.92883,               0.001024,               0.001024,               0.001024
                    274,                0.22872,                0.15685,                0.84035,                0.98555,                 0.9897,                0.99211,                0.86822,                0.63657,                0.25592,                0.92878,               0.000991,               0.000991,               0.000991
                    275,                0.22545,                 0.1554,                 0.8406,                0.98551,                0.98965,                0.99214,                0.86787,                0.63623,                0.25577,                0.92838,               0.000958,               0.000958,               0.000958
                    276,                0.22523,                0.15492,                0.83781,                0.98555,                0.98958,                0.99218,                0.86843,                0.63626,                0.25589,                0.92837,               0.000925,               0.000925,               0.000925
                    277,                0.22511,                0.15444,                0.83916,                0.98557,                 0.9895,                0.99218,                0.86817,                0.63638,                 0.2558,                0.92837,               0.000892,               0.000892,               0.000892
                    278,                0.22401,                0.15339,                0.84113,                0.98555,                0.98947,                 0.9922,                0.86863,                0.63633,                0.25568,                 0.9286,               0.000859,               0.000859,               0.000859
                    279,                0.22055,                0.15116,                 0.8377,                0.99117,                0.98422,                0.99225,                0.86883,                0.63622,                0.25597,                0.92824,               0.000826,               0.000826,               0.000826
                    280,                0.22539,                0.15442,                0.84284,                0.99114,                0.98423,                0.99227,                0.86862,                0.63627,                0.25574,                0.92829,               0.000793,               0.000793,               0.000793
                    281,                0.21742,                0.14873,                0.83925,                0.99115,                0.98422,                 0.9923,                0.86866,                0.63619,                0.25609,                0.92813,                0.00076,                0.00076,                0.00076
                    282,                 0.2198,                0.14947,                0.83983,                0.99108,                0.98426,                0.99235,                0.86784,                0.63602,                0.25577,                0.92833,               0.000727,               0.000727,               0.000727
                    283,                0.21671,                0.14739,                0.83767,                0.99107,                0.98427,                0.99236,                  0.868,                0.63602,                0.25564,                0.92834,               0.000694,               0.000694,               0.000694
                    284,                0.21814,                0.14872,                0.83889,                0.99108,                0.98428,                0.99235,                0.86764,                0.63591,                0.25547,                0.92805,               0.000661,               0.000661,               0.000661
                    285,                0.21884,                0.15019,                 0.8376,                0.99164,                0.98429,                0.99239,                0.86818,                0.63577,                0.25517,                0.92791,               0.000628,               0.000628,               0.000628
                    286,                0.21439,                0.14682,                0.83677,                0.98779,                0.98956,                0.99239,                0.86818,                0.63558,                0.25522,                0.92785,               0.000595,               0.000595,               0.000595
                    287,                0.21361,                0.14651,                0.83748,                0.98803,                0.98951,                0.99241,                0.86769,                0.63569,                0.25506,                0.92787,               0.000562,               0.000562,               0.000562
                    288,                0.21338,                0.14658,                0.83739,                0.98821,                0.98945,                0.99242,                0.86799,                0.63568,                0.25514,                0.92784,               0.000529,               0.000529,               0.000529
                    289,                0.21413,                0.14602,                0.83612,                0.98827,                0.98944,                0.99242,                0.86825,                 0.6356,                0.25481,                0.92777,               0.000496,               0.000496,               0.000496
                    290,                0.21306,                 0.1464,                0.83715,                0.98824,                0.98948,                0.99242,                0.86852,                0.63557,                0.25473,                0.92769,               0.000463,               0.000463,               0.000463
                    291,                0.46165,                0.22368,                0.90544,                0.98828,                0.98946,                0.99243,                0.86804,                 0.6355,                0.25459,                0.92768,                0.00043,                0.00043,                0.00043
                    292,                0.44458,                0.21312,                0.89373,                0.98828,                0.98941,                0.99241,                0.86799,                0.63558,                0.25484,                0.92772,               0.000397,               0.000397,               0.000397
                    293,                0.43492,                0.20929,                 0.8878,                0.98827,                0.98938,                0.99244,                0.86815,                0.63535,                0.25486,                0.92749,               0.000364,               0.000364,               0.000364
                    294,                0.43126,                0.20681,                0.88677,                0.98825,                 0.9893,                0.99243,                0.86779,                0.63512,                0.25478,                0.92726,               0.000331,               0.000331,               0.000331
                    295,                0.43149,                0.20659,                0.88626,                0.98823,                0.98928,                0.99244,                 0.8683,                0.63505,                0.25487,                 0.9271,               0.000298,               0.000298,               0.000298
                    296,                0.42801,                0.20538,                0.88392,                0.98823,                0.98925,                0.99243,                0.86808,                0.63494,                0.25499,                0.92694,               0.000265,               0.000265,               0.000265
                    297,                0.42112,                0.20195,                0.87851,                0.99165,                0.98524,                0.99244,                0.86834,                0.63471,                0.25482,                0.92679,               0.000232,               0.000232,               0.000232
                    298,                0.42148,                0.20202,                0.87983,                 0.9918,                0.98524,                0.99245,                0.86813,                0.63444,                0.25491,                0.92674,               0.000199,               0.000199,               0.000199
                    299,                0.41805,                0.20009,                0.87718,                  0.992,                0.98524,                0.99246,                0.86787,                0.63424,                0.25481,                0.92657,               0.000166,               0.000166,               0.000166
                    300,                0.41651,                0.19926,                0.87672,                0.99206,                0.98523,                 0.9924,                0.86797,                0.63396,                0.25484,                0.92636,               0.000133,               0.000133,               0.000133
