                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    160,                0.43911,                0.27926,                0.89954,                0.98481,                0.97881,                0.98885,                0.83967,                  0.693,                0.31037,                 0.9568,               0.004753,               0.004753,               0.004753
                    161,                0.44305,                0.28073,                0.90047,                0.98063,                0.98038,                0.98962,                   0.84,                0.69619,                0.31093,                0.95577,                0.00472,                0.00472,                0.00472
                    162,                0.43691,                0.27664,                 0.8982,                0.98468,                0.97851,                 0.9907,                 0.8425,                0.69374,                0.31056,                0.95449,               0.004687,               0.004687,               0.004687
                    163,                0.42743,                0.27275,                0.89486,                0.98319,                0.97673,                0.99048,                0.84417,                0.68644,                0.30679,                0.94996,               0.004654,               0.004654,               0.004654
                    164,                0.44104,                0.27741,                0.90111,                0.98526,                0.97893,                0.99056,                0.84414,                0.68408,                0.30453,                0.95143,               0.004621,               0.004621,               0.004621
                    165,                0.43273,                0.27718,                0.90078,                0.98638,                0.98065,                 0.9904,                0.84494,                 0.6825,                0.30303,                0.95017,               0.004588,               0.004588,               0.004588
                    166,                0.43125,                0.27458,                0.90196,                0.98576,                0.98127,                0.99039,                 0.8441,                0.68606,                0.30324,                0.95178,               0.004555,               0.004555,               0.004555
                    167,                0.43171,                0.27019,                0.90367,                0.98908,                0.98098,                0.99034,                0.84285,                0.68713,                0.30344,                0.95117,               0.004522,               0.004522,               0.004522
                    168,                0.43296,                0.27431,                0.90299,                0.98732,                0.97812,                0.99036,                0.84067,                0.69045,                0.30336,                0.95372,               0.004489,               0.004489,               0.004489
                    169,                0.43457,                0.27375,                0.90131,                0.98662,                0.97938,                0.99021,                 0.8433,                0.68613,                0.30144,                0.95296,               0.004456,               0.004456,               0.004456
                    170,                0.42775,                0.26802,                0.89892,                0.98793,                0.98061,                0.99138,                0.84858,                0.67977,                0.29804,                 0.9488,               0.004423,               0.004423,               0.004423
                    171,                0.43207,                0.27888,                0.90188,                0.98842,                0.98107,                0.99121,                0.84651,                0.68218,                0.29733,                0.94965,                0.00439,                0.00439,                0.00439
                    172,                0.43203,                0.27443,                0.90082,                0.98708,                0.97888,                0.99032,                0.84402,                0.68521,                0.30011,                0.95028,               0.004357,               0.004357,               0.004357
                    173,                0.42682,                0.26728,                0.89941,                0.98656,                0.98421,                0.99094,                0.84232,                0.68593,                0.29911,                0.94846,               0.004324,               0.004324,               0.004324
                    174,                0.42421,                0.26691,                0.89621,                 0.9902,                0.98089,                0.99117,                0.84233,                0.68872,                0.29704,                0.95289,               0.004291,               0.004291,               0.004291
                    175,                0.41652,                0.26632,                0.89357,                0.99019,                 0.9824,                0.99162,                0.84074,                0.68829,                0.29663,                  0.954,               0.004258,               0.004258,               0.004258
                    176,                0.42174,                0.26441,                0.89632,                0.99041,                0.98085,                0.99154,                0.84409,                0.68834,                0.29574,                0.95231,               0.004225,               0.004225,               0.004225
                    177,                0.42145,                0.26925,                0.89664,                0.98526,                0.98126,                0.99104,                0.84388,                0.68425,                0.29531,                0.94814,               0.004192,               0.004192,               0.004192
                    178,                0.41525,                0.26463,                0.89196,                 0.9855,                0.98559,                0.99163,                0.84389,                0.68634,                0.29432,                0.95014,               0.004159,               0.004159,               0.004159
                    179,                0.42151,                0.27105,                0.89023,                0.98823,                0.98516,                0.99161,                0.84487,                0.68463,                0.29214,                0.95005,               0.004126,               0.004126,               0.004126
                    180,                0.41997,                0.26416,                0.89665,                0.99188,                0.98274,                 0.9904,                0.84606,                0.67851,                0.29206,                0.94815,               0.004093,               0.004093,               0.004093
                    181,                0.42078,                0.26838,                0.89437,                 0.9913,                0.98239,                0.99152,                0.84756,                0.67628,                0.29351,                0.94693,                0.00406,                0.00406,                0.00406
                    182,                 0.4157,                 0.2646,                0.89312,                0.99103,                0.98152,                0.99201,                0.84896,                0.67444,                 0.2934,                0.94659,               0.004027,               0.004027,               0.004027
                    183,                0.41842,                0.26203,                0.89491,                0.99191,                0.98043,                0.99196,                0.84763,                0.67736,                0.29467,                0.94687,               0.003994,               0.003994,               0.003994
                    184,                0.41103,                0.26002,                0.89266,                0.99073,                0.98214,                0.99179,                0.84682,                0.67611,                0.29234,                0.94747,               0.003961,               0.003961,               0.003961
                    185,                0.41021,                0.25922,                 0.8902,                0.98583,                0.98335,                0.99117,                0.84552,                0.67518,                0.29408,                 0.9487,               0.003928,               0.003928,               0.003928
                    186,                0.40937,                0.26274,                0.89305,                0.98861,                0.98275,                0.99149,                0.84817,                0.67481,                0.29233,                0.94927,               0.003895,               0.003895,               0.003895
                    187,                0.41093,                0.26202,                0.89331,                0.98589,                0.98193,                0.99112,                0.84681,                  0.674,                0.29211,                 0.9483,               0.003862,               0.003862,               0.003862
                    188,                0.41295,                0.25909,                0.89428,                0.98842,                0.98173,                0.99107,                0.84658,                0.67292,                0.28968,                0.94678,               0.003829,               0.003829,               0.003829
                    189,                0.40974,                0.26273,                0.89288,                0.98867,                0.98323,                0.99099,                 0.8468,                0.67231,                0.28967,                 0.9451,               0.003796,               0.003796,               0.003796
                    190,                0.40885,                0.26129,                0.88667,                0.99003,                0.98271,                0.99126,                0.84702,                0.67153,                0.28895,                0.94413,               0.003763,               0.003763,               0.003763
                    191,                0.40694,                0.25858,                 0.8924,                0.99162,                0.98246,                0.99136,                0.84735,                0.67241,                0.29019,                0.94401,                0.00373,                0.00373,                0.00373
                    192,                0.40182,                0.25917,                0.88555,                0.99213,                0.98421,                 0.9904,                0.84804,                0.67141,                0.28792,                0.94347,               0.003697,               0.003697,               0.003697
                    193,                 0.3984,                0.25187,                0.88814,                 0.9914,                0.98427,                0.99138,                0.84879,                0.66953,                0.28744,                0.94166,               0.003664,               0.003664,               0.003664
                    194,                0.40047,                 0.2579,                0.88725,                0.99246,                0.98518,                0.99131,                 0.8488,                0.66941,                0.28827,                0.94173,               0.003631,               0.003631,               0.003631
                    195,                0.40153,                0.25608,                0.88797,                0.99245,                0.98403,                0.99097,                0.84906,                0.67158,                0.28884,                0.94215,               0.003598,               0.003598,               0.003598
                    196,                0.39558,                0.25343,                0.88942,                0.99027,                 0.9838,                 0.9907,                0.84951,                0.67193,                0.28989,                0.94232,               0.003565,               0.003565,               0.003565
                    197,                 0.3954,                 0.2566,                0.88963,                0.99074,                0.98161,                0.99098,                0.85034,                0.67203,                0.29069,                0.94265,               0.003532,               0.003532,               0.003532
                    198,                0.39539,                0.25101,                 0.8874,                0.98947,                0.98441,                0.99099,                0.84935,                0.67349,                0.29127,                0.94363,               0.003499,               0.003499,               0.003499
                    199,                0.40228,                0.25451,                  0.894,                  0.989,                0.98373,                0.99114,                0.85003,                0.67437,                0.29101,                0.94428,               0.003466,               0.003466,               0.003466
                    200,                0.39961,                0.25238,                0.88686,                0.98913,                0.98541,                0.99122,                0.85033,                0.67696,                0.29204,                0.94581,               0.003433,               0.003433,               0.003433
                    201,                0.39444,                0.25335,                0.88707,                0.98853,                0.98304,                0.99063,                0.84998,                0.67707,                0.29206,                0.94683,                 0.0034,                 0.0034,                 0.0034
                    202,                0.39662,                0.25334,                0.88512,                0.99025,                0.98208,                0.99089,                0.85035,                0.67543,                0.29096,                0.94567,               0.003367,               0.003367,               0.003367
                    203,                0.39412,                0.24991,                0.88603,                 0.9885,                0.98233,                0.99045,                0.84998,                0.67399,                 0.2898,                0.94452,               0.003334,               0.003334,               0.003334
                    204,                0.38662,                0.24898,                0.88459,                0.99035,                0.98202,                0.99073,                0.85087,                0.67278,                0.28878,                0.94392,               0.003301,               0.003301,               0.003301
                    205,                0.38581,                0.24706,                0.88123,                0.98882,                0.98189,                0.99071,                 0.8492,                0.67281,                0.28898,                0.94407,               0.003268,               0.003268,               0.003268
                    206,                0.38889,                0.25015,                0.88598,                0.99001,                0.98154,                 0.9909,                0.85029,                0.67224,                0.28776,                0.94348,               0.003235,               0.003235,               0.003235
                    207,                0.39172,                0.25051,                0.88477,                0.98928,                0.98012,                0.99049,                0.85042,                0.67091,                0.28773,                0.94244,               0.003202,               0.003202,               0.003202
                    208,                0.39095,                 0.2515,                0.88877,                0.99003,                0.98034,                0.99054,                0.85055,                0.67147,                0.28887,                0.94221,               0.003169,               0.003169,               0.003169
                    209,                0.38867,                0.25181,                0.88283,                0.98637,                 0.9828,                0.99059,                0.85021,                0.67134,                0.28731,                0.94175,               0.003136,               0.003136,               0.003136
                    210,                0.38487,                0.24615,                0.87979,                0.98717,                0.97938,                0.99093,                0.84965,                0.67171,                0.28653,                0.94214,               0.003103,               0.003103,               0.003103
                    211,                0.38339,                0.24514,                0.88498,                0.98978,                0.98003,                0.99096,                 0.8487,                  0.673,                0.28674,                0.94384,                0.00307,                0.00307,                0.00307
                    212,                0.38522,                 0.2474,                0.88847,                0.99142,                0.97994,                0.99052,                0.84787,                0.67331,                 0.2861,                0.94491,               0.003037,               0.003037,               0.003037
                    213,                0.38524,                0.24757,                0.88298,                0.99108,                0.98029,                0.99079,                0.84785,                0.67427,                0.28658,                0.94479,               0.003004,               0.003004,               0.003004
                    214,                0.38215,                0.24515,                0.87787,                0.99185,                0.98004,                0.99114,                0.84927,                0.67334,                0.28721,                0.94388,               0.002971,               0.002971,               0.002971
                    215,                0.38228,                0.24674,                 0.8806,                0.98947,                 0.9808,                0.99118,                0.85032,                 0.6744,                0.28696,                0.94439,               0.002938,               0.002938,               0.002938
                    216,                 0.3806,                0.24432,                 0.8799,                0.98894,                0.98174,                0.99096,                0.85086,                 0.6741,                0.28628,                0.94375,               0.002905,               0.002905,               0.002905
                    217,                0.37741,                0.24236,                0.88006,                0.98623,                0.98568,                0.99125,                0.85086,                0.67353,                0.28556,                0.94338,               0.002872,               0.002872,               0.002872
                    218,                0.37249,                0.24254,                0.87861,                0.98441,                0.98657,                0.99126,                0.85014,                0.67396,                0.28546,                0.94387,               0.002839,               0.002839,               0.002839
                    219,                0.38202,                0.24607,                0.88102,                0.98882,                0.98198,                0.99127,                0.85121,                0.67326,                0.28433,                0.94364,               0.002806,               0.002806,               0.002806
                    220,                0.37453,                0.24204,                0.87739,                0.98803,                0.98387,                0.99126,                0.85069,                0.67281,                0.28625,                0.94396,               0.002773,               0.002773,               0.002773
                    221,                0.37642,                0.24107,                 0.8796,                 0.9899,                0.98039,                0.99124,                0.85061,                0.67223,                0.28649,                0.94317,                0.00274,                0.00274,                0.00274
                    222,                0.37041,                0.24103,                0.87755,                0.98463,                0.98661,                0.99117,                0.85076,                0.67155,                0.28597,                0.94263,               0.002707,               0.002707,               0.002707
                    223,                0.36938,                0.23525,                0.87907,                0.98675,                0.98384,                0.99112,                0.85129,                0.67006,                0.28516,                0.94187,               0.002674,               0.002674,               0.002674
                    224,                0.37191,                0.23982,                0.87706,                0.98759,                0.98515,                0.99111,                0.85223,                0.66932,                0.28365,                0.94164,               0.002641,               0.002641,               0.002641
                    225,                0.36913,                0.23476,                0.87677,                 0.9875,                0.98393,                0.99104,                0.85266,                0.66958,                0.28341,                0.94181,               0.002608,               0.002608,               0.002608
                    226,                 0.3635,                0.23403,                0.87648,                0.98839,                0.98388,                0.99094,                0.85409,                0.66931,                0.28376,                0.94149,               0.002575,               0.002575,               0.002575
                    227,                0.36728,                0.23349,                0.87689,                0.98799,                0.98446,                0.99082,                0.85397,                0.66894,                0.28428,                 0.9412,               0.002542,               0.002542,               0.002542
                    228,                0.36441,                0.23443,                0.87299,                0.98642,                0.98554,                0.99077,                0.85362,                0.66929,                0.28476,                0.94151,               0.002509,               0.002509,               0.002509
                    229,                 0.3617,                0.23277,                  0.875,                 0.9887,                0.98281,                 0.9908,                0.85343,                0.66947,                0.28395,                0.94169,               0.002476,               0.002476,               0.002476
                    230,                0.36252,                0.23253,                0.87715,                 0.9888,                0.98454,                0.99083,                0.85476,                0.66911,                0.28302,                0.94172,               0.002443,               0.002443,               0.002443
                    231,                0.36855,                0.23797,                0.87831,                0.99052,                0.98407,                0.99095,                0.85409,                0.66909,                0.28321,                 0.9417,                0.00241,                0.00241,                0.00241
                    232,                 0.3674,                0.23603,                0.87825,                0.99174,                 0.9831,                 0.9909,                0.85464,                0.66897,                0.28411,                0.94132,               0.002377,               0.002377,               0.002377
                    233,                 0.3632,                0.23118,                0.87332,                 0.9922,                  0.983,                0.99085,                0.85414,                0.66932,                0.28445,                0.94131,               0.002344,               0.002344,               0.002344
                    234,                0.36171,                0.23205,                 0.8779,                 0.9907,                0.98234,                0.99078,                0.85342,                0.66856,                0.28419,                0.94093,               0.002311,               0.002311,               0.002311
                    235,                0.35802,                0.22974,                0.86791,                0.99183,                0.98222,                0.99078,                0.85209,                0.66817,                0.28383,                0.94046,               0.002278,               0.002278,               0.002278
                    236,                0.36005,                0.23216,                 0.8746,                0.99089,                 0.9835,                0.99076,                0.85261,                0.66761,                 0.2849,                0.94002,               0.002245,               0.002245,               0.002245
                    237,                0.35851,                0.23267,                0.87641,                0.98997,                0.98488,                 0.9905,                0.85209,                0.66739,                0.28449,                0.94019,               0.002212,               0.002212,               0.002212
                    238,                0.35168,                0.22801,                0.87206,                0.99001,                0.98495,                0.99048,                0.85323,                 0.6672,                0.28502,                0.94015,               0.002179,               0.002179,               0.002179
                    239,                0.35665,                0.22935,                0.87589,                 0.9892,                 0.9847,                0.99046,                0.85296,                0.66705,                0.28556,                0.94028,               0.002146,               0.002146,               0.002146
                    240,                0.35871,                0.23056,                0.87399,                0.98947,                0.98528,                0.99044,                 0.8528,                0.66701,                0.28465,                0.93995,               0.002113,               0.002113,               0.002113
                    241,                0.35512,                0.22788,                0.87452,                0.98945,                0.98546,                0.99037,                  0.852,                0.66644,                0.28334,                0.93948,                0.00208,                0.00208,                0.00208
                    242,                0.35242,                0.22846,                0.87484,                0.99002,                 0.9864,                0.99048,                0.85259,                0.66629,                0.28345,                0.93925,               0.002047,               0.002047,               0.002047
                    243,                0.34878,                0.22515,                0.86982,                0.99001,                0.98639,                0.99046,                0.85341,                0.66577,                0.28304,                0.93887,               0.002014,               0.002014,               0.002014
                    244,                0.35119,                0.22765,                0.87523,                0.99004,                0.98643,                0.99036,                0.85419,                0.66536,                 0.2829,                0.93848,               0.001981,               0.001981,               0.001981
                    245,                0.34856,                 0.2285,                0.87264,                0.99008,                 0.9866,                0.99038,                0.85531,                0.66467,                0.28206,                0.93797,               0.001948,               0.001948,               0.001948
                    246,                0.35342,                 0.2271,                0.87578,                0.99019,                0.98614,                0.99062,                0.85558,                0.66407,                0.28132,                0.93791,               0.001915,               0.001915,               0.001915
                    247,                0.34264,                0.22218,                0.87027,                0.99006,                0.98551,                0.99045,                0.85516,                0.66376,                0.28073,                0.93815,               0.001882,               0.001882,               0.001882
                    248,                0.34535,                0.22665,                0.87081,                0.99038,                0.98548,                0.99043,                0.85532,                0.66343,                0.28006,                0.93808,               0.001849,               0.001849,               0.001849
                    249,                0.34575,                0.22449,                0.86987,                0.99045,                0.98516,                0.99055,                0.85398,                0.66384,                0.27972,                0.93814,               0.001816,               0.001816,               0.001816
                    250,                0.34528,                0.22231,                0.86758,                0.99048,                0.98463,                0.99061,                0.85458,                0.66422,                0.27967,                0.93834,               0.001783,               0.001783,               0.001783
                    251,                0.34266,                0.22291,                0.87013,                0.99055,                0.98454,                0.99065,                0.85509,                0.66418,                0.28012,                0.93878,                0.00175,                0.00175,                0.00175
                    252,                 0.3446,                0.22313,                0.87095,                0.99033,                0.98437,                0.99071,                0.85564,                0.66402,                0.28002,                0.93896,               0.001717,               0.001717,               0.001717
                    253,                0.33475,                0.21591,                0.86739,                 0.9899,                0.98442,                0.99075,                0.85427,                0.66377,                0.28009,                0.93901,               0.001684,               0.001684,               0.001684
                    254,                0.33927,                0.21814,                0.86753,                0.99105,                0.98435,                0.99036,                0.85427,                0.66403,                0.27991,                0.93915,               0.001651,               0.001651,               0.001651
                    255,                0.33316,                0.21829,                0.86706,                0.99047,                0.98451,                0.99086,                0.85502,                0.66401,                0.27964,                0.93904,               0.001618,               0.001618,               0.001618
                    256,                0.33701,                 0.2183,                0.86803,                0.99127,                0.98402,                0.99085,                0.85454,                0.66419,                0.28027,                0.93888,               0.001585,               0.001585,               0.001585
                    257,                0.34186,                0.21909,                 0.8681,                0.99124,                0.98364,                0.99083,                0.85397,                0.66425,                0.28032,                0.93909,               0.001552,               0.001552,               0.001552
                    258,                0.33687,                0.21961,                0.86592,                0.99105,                0.98435,                0.99084,                0.85375,                0.66432,                0.28007,                0.93919,               0.001519,               0.001519,               0.001519
                    259,                0.33489,                0.21821,                0.87078,                0.99097,                0.98459,                0.99085,                0.85368,                0.66451,                0.28005,                0.93928,               0.001486,               0.001486,               0.001486
                    260,                0.33669,                0.21776,                0.87035,                0.99098,                0.98466,                0.99088,                 0.8536,                0.66411,                0.28013,                0.93909,               0.001453,               0.001453,               0.001453
                    261,                0.33531,                0.21667,                0.86785,                0.99094,                0.98464,                0.99091,                0.85436,                0.66355,                0.27983,                0.93878,                0.00142,                0.00142,                0.00142
                    262,                0.33093,                0.21646,                 0.8687,                0.99106,                0.98453,                0.99082,                0.85408,                0.66333,                0.27975,                 0.9388,               0.001387,               0.001387,               0.001387
                    263,                0.33179,                0.21559,                0.86716,                0.99105,                 0.9847,                0.99078,                0.85377,                0.66296,                 0.2798,                0.93882,               0.001354,               0.001354,               0.001354
                    264,                0.33252,                 0.2148,                0.86876,                0.99094,                0.98481,                0.99077,                0.85447,                0.66298,                0.27964,                0.93891,               0.001321,               0.001321,               0.001321
                    265,                0.32747,                0.21439,                0.86599,                0.99089,                0.98487,                0.99077,                 0.8544,                0.66299,                0.27932,                0.93888,               0.001288,               0.001288,               0.001288
                    266,                0.33419,                0.21751,                0.86941,                0.99077,                0.98496,                0.99077,                 0.8547,                0.66293,                 0.2796,                0.93895,               0.001255,               0.001255,               0.001255
                    267,                0.32825,                0.21331,                0.86412,                 0.9908,                0.98506,                 0.9908,                0.85491,                0.66271,                0.27949,                0.93905,               0.001222,               0.001222,               0.001222
                    268,                0.32848,                0.21078,                0.86578,                0.99083,                0.98508,                0.99082,                0.85518,                0.66278,                0.27925,                0.93916,               0.001189,               0.001189,               0.001189
                    269,                0.31624,                0.20632,                0.85606,                0.99081,                0.98516,                0.99086,                0.85644,                0.66278,                0.27937,                0.93913,               0.001156,               0.001156,               0.001156
                    270,                0.32414,                0.20913,                 0.8656,                0.99082,                0.98515,                0.99088,                0.85568,                0.66267,                0.27929,                0.93896,               0.001123,               0.001123,               0.001123
                    271,                0.32899,                0.21174,                0.86906,                0.99072,                0.98523,                0.99089,                0.85575,                0.66251,                0.27926,                0.93877,                0.00109,                0.00109,                0.00109
                    272,                0.32158,                0.20852,                 0.8641,                0.99068,                0.98574,                0.99087,                0.85577,                0.66257,                0.27925,                0.93865,               0.001057,               0.001057,               0.001057
                    273,                0.32343,                0.20892,                0.86267,                 0.9907,                0.98594,                0.99083,                0.85528,                0.66238,                0.27921,                0.93856,               0.001024,               0.001024,               0.001024
                    274,                0.31938,                0.20943,                0.85719,                0.99069,                0.98594,                0.99084,                 0.8552,                0.66229,                0.27902,                0.93833,               0.000991,               0.000991,               0.000991
                    275,                0.31778,                 0.2065,                0.86385,                0.99065,                0.98593,                 0.9908,                0.85549,                0.66213,                0.27921,                0.93847,               0.000958,               0.000958,               0.000958
                    276,                0.32119,                0.20857,                0.86775,                0.99061,                0.98587,                0.99079,                0.85544,                0.66187,                0.27898,                0.93826,               0.000925,               0.000925,               0.000925
                    277,                0.31262,                0.20517,                0.85747,                0.99072,                0.98581,                 0.9908,                0.85588,                0.66167,                0.27915,                 0.9382,               0.000892,               0.000892,               0.000892
                    278,                 0.3137,                0.20447,                0.85944,                0.99141,                0.98619,                0.99089,                 0.8562,                0.66145,                0.27902,                0.93813,               0.000859,               0.000859,               0.000859
                    279,                0.31191,                0.20578,                0.85962,                0.99138,                0.98618,                 0.9909,                 0.8564,                0.66116,                0.27882,                0.93793,               0.000826,               0.000826,               0.000826
                    280,                0.31587,                0.20491,                0.86328,                0.99142,                 0.9861,                0.99091,                0.85642,                0.66091,                0.27868,                0.93792,               0.000793,               0.000793,               0.000793
                    281,                0.31159,                0.20117,                0.85954,                0.99139,                0.98616,                0.99095,                0.85666,                0.66069,                0.27846,                0.93794,                0.00076,                0.00076,                0.00076
                    282,                0.30921,                0.20231,                0.85871,                0.99142,                0.98615,                0.99095,                0.85677,                0.66061,                0.27859,                0.93781,               0.000727,               0.000727,               0.000727
                    283,                0.31043,                0.20329,                0.85974,                0.99149,                0.98602,                  0.991,                0.85639,                0.66048,                0.27854,                0.93781,               0.000694,               0.000694,               0.000694
                    284,                0.31338,                0.20275,                 0.8612,                0.99161,                0.98585,                0.99101,                0.85689,                0.66015,                0.27834,                0.93767,               0.000661,               0.000661,               0.000661
                    285,                0.30932,                 0.2036,                0.86189,                 0.9921,                  0.986,                0.99102,                0.85677,                0.66002,                0.27842,                 0.9377,               0.000628,               0.000628,               0.000628
                    286,                0.31021,                0.20344,                0.86235,                0.99215,                0.98587,                0.99104,                0.85679,                0.65992,                0.27886,                0.93772,               0.000595,               0.000595,               0.000595
                    287,                 0.3079,                0.20343,                0.85483,                0.99217,                 0.9859,                0.99103,                0.85737,                 0.6597,                0.27864,                0.93756,               0.000562,               0.000562,               0.000562
                    288,                0.30898,                0.20284,                0.86177,                0.99219,                0.98591,                0.99105,                0.85717,                0.65968,                 0.2787,                0.93778,               0.000529,               0.000529,               0.000529
                    289,                0.30789,                0.19924,                0.86151,                0.99227,                0.98588,                0.99104,                0.85718,                0.65952,                0.27839,                0.93778,               0.000496,               0.000496,               0.000496
                    290,                0.29842,                0.19664,                0.85834,                 0.9917,                0.98528,                0.99094,                0.85736,                0.65943,                0.27849,                0.93786,               0.000463,               0.000463,               0.000463
                    291,                0.51445,                0.26725,                0.92605,                0.99169,                0.98538,                0.99096,                 0.8574,                0.65937,                0.27843,                0.93791,                0.00043,                0.00043,                0.00043
                    292,                0.49429,                  0.244,                0.90716,                0.99133,                0.98579,                0.99094,                0.85759,                0.65869,                0.27836,                0.93768,               0.000397,               0.000397,               0.000397
                    293,                 0.4856,                0.23819,                0.90493,                0.99142,                0.98583,                0.99092,                0.85775,                 0.6584,                0.27877,                0.93752,               0.000364,               0.000364,               0.000364
                    294,                0.48515,                0.23816,                0.90569,                0.99063,                0.98585,                0.99074,                0.85787,                0.65801,                0.27851,                0.93728,               0.000331,               0.000331,               0.000331
                    295,                0.47495,                0.23579,                0.89928,                0.99089,                0.98571,                0.99075,                 0.8577,                0.65764,                0.27852,                  0.937,               0.000298,               0.000298,               0.000298
                    296,                0.47843,                0.23623,                0.90474,                 0.9909,                 0.9854,                0.99076,                0.85729,                0.65747,                0.27825,                0.93681,               0.000265,               0.000265,               0.000265
                    297,                0.47255,                0.23242,                0.90113,                0.99079,                 0.9848,                0.99076,                 0.8574,                0.65689,                0.27826,                0.93637,               0.000232,               0.000232,               0.000232
                    298,                0.47222,                0.23317,                0.89848,                0.99084,                 0.9848,                0.99076,                 0.8576,                0.65679,                 0.2781,                0.93611,               0.000199,               0.000199,               0.000199
                    299,                0.46854,                 0.2274,                0.89666,                0.99091,                0.98477,                0.99074,                0.85744,                0.65654,                 0.2778,                0.93587,               0.000166,               0.000166,               0.000166
                    300,                0.46831,                0.22836,                0.89582,                0.99104,                0.98476,                0.99074,                0.85792,                0.65617,                0.27753,                0.93571,               0.000133,               0.000133,               0.000133
