                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     15,                0.78201,                0.47352,                 1.0529,                0.93219,                0.94642,                0.97244,                0.69595,                 1.0575,                0.53899,                 1.1366,               0.009538,               0.009538,               0.009538
                     16,                0.76971,                0.45901,                 1.0471,                0.95691,                 0.9365,                0.97252,                0.73821,                0.94405,                0.50225,                 1.0943,               0.009505,               0.009505,               0.009505
                     17,                0.75718,                0.45519,                 1.0402,                0.93485,                0.90951,                 0.9655,                0.69465,                 1.0175,                0.56519,                 1.1299,               0.009472,               0.009472,               0.009472
                     18,                0.73856,                0.44239,                 1.0289,                0.96514,                0.93857,                0.97767,                0.71322,                 1.0254,                0.51347,                 1.1204,               0.009439,               0.009439,               0.009439
                     19,                0.72893,                0.43389,                 1.0263,                0.97104,                0.92642,                0.97596,                 0.7379,                 0.9435,                0.47897,                 1.0808,               0.009406,               0.009406,               0.009406
                     20,                0.71938,                0.43254,                 1.0227,                0.95847,                0.95537,                 0.9831,                0.74622,                 0.9362,                 0.4679,                 1.0798,               0.009373,               0.009373,               0.009373
                     21,                0.70164,                0.42191,                 1.0157,                0.94857,                0.94993,                  0.974,                0.72213,                 1.0102,                0.48782,                 1.1189,                0.00934,                0.00934,                0.00934
                     22,                0.69571,                0.41975,                 1.0123,                0.95716,                0.93672,                0.97339,                0.76126,                 0.8763,                 0.4714,                 1.0489,               0.009307,               0.009307,               0.009307
                     23,                0.69459,                0.41616,                 1.0129,                0.96983,                0.95563,                0.98093,                0.75848,                0.87581,                0.45672,                 1.0553,               0.009274,               0.009274,               0.009274
                     24,                0.68699,                0.41101,                 1.0098,                0.96569,                0.96449,                0.98227,                0.76181,                0.88866,                0.43448,                 1.0515,               0.009241,               0.009241,               0.009241
                     25,                0.67226,                0.40301,                 1.0008,                0.96367,                0.96391,                0.98538,                0.76982,                0.84708,                 0.4249,                 1.0403,               0.009208,               0.009208,               0.009208
                     26,                0.67395,                0.40067,                 1.0032,                0.95901,                0.95656,                0.98017,                0.76019,                0.87731,                 0.4345,                 1.0463,               0.009175,               0.009175,               0.009175
                     27,                 0.6634,                0.39574,                0.99396,                0.96173,                0.96162,                0.98157,                0.76021,                0.86698,                0.42886,                 1.0315,               0.009142,               0.009142,               0.009142
                     28,                0.65227,                0.39123,                0.99201,                0.96137,                0.95399,                0.98168,                0.76707,                0.85935,                0.42672,                 1.0429,               0.009109,               0.009109,               0.009109
                     29,                0.65167,                0.39008,                0.99316,                 0.9593,                0.96851,                 0.9855,                0.77639,                0.84913,                0.40761,                 1.0259,               0.009076,               0.009076,               0.009076
                     30,                0.64341,                0.38408,                 0.9881,                0.96536,                0.95736,                0.98238,                0.75015,                0.91435,                0.42946,                 1.0587,               0.009043,               0.009043,               0.009043
                     31,                0.63713,                0.37565,                0.98377,                0.96684,                0.96237,                0.98432,                0.76939,                0.86702,                0.41755,                 1.0406,                0.00901,                0.00901,                0.00901
                     32,                0.63146,                0.37933,                0.98456,                0.97249,                0.96169,                 0.9862,                0.77996,                0.84027,                0.40568,                 1.0255,               0.008977,               0.008977,               0.008977
                     33,                0.62199,                0.37047,                0.98446,                0.97385,                0.96679,                0.98859,                0.77111,                0.84697,                0.39404,                 1.0231,               0.008944,               0.008944,               0.008944
                     34,                0.62527,                 0.3713,                0.98393,                0.97088,                0.96408,                0.98596,                 0.7845,                0.82411,                 0.3992,                 1.0132,               0.008911,               0.008911,               0.008911
                     35,                0.61916,                0.36877,                0.97797,                0.97318,                0.95167,                0.98656,                0.77108,                0.85218,                0.40361,                 1.0223,               0.008878,               0.008878,               0.008878
                     36,                0.61215,                0.36365,                0.97793,                0.97488,                0.96426,                0.98719,                0.78135,                0.82509,                0.39258,                 1.0156,               0.008845,               0.008845,               0.008845
                     37,                0.60217,                0.36192,                0.97518,                0.97458,                0.96322,                0.98672,                0.79164,                0.79795,                0.38321,                  1.002,               0.008812,               0.008812,               0.008812
                     38,                0.60552,                0.36333,                0.97693,                0.96902,                0.97189,                 0.9859,                0.79041,                0.80274,                0.37392,                  1.005,               0.008779,               0.008779,               0.008779
                     39,                0.60324,                0.36038,                0.97467,                0.97044,                0.97328,                0.98613,                0.79228,                0.80439,                 0.3714,                 1.0074,               0.008746,               0.008746,               0.008746
                     40,                0.59859,                0.35916,                0.97093,                0.97217,                0.96948,                0.98565,                0.78968,                0.81263,                0.37834,                 1.0048,               0.008713,               0.008713,               0.008713
                     41,                  0.589,                0.35189,                0.96672,                0.96956,                 0.9683,                0.98841,                0.79551,                0.80897,                0.37531,                 1.0048,                0.00868,                0.00868,                0.00868
                     42,                0.59142,                0.35662,                0.96738,                 0.9735,                0.97593,                0.98372,                0.78891,                0.81341,                0.37335,                 1.0052,               0.008647,               0.008647,               0.008647
                     43,                0.58413,                0.35074,                0.96664,                0.97985,                0.97387,                0.98886,                0.79596,                0.80079,                0.36576,                 1.0014,               0.008614,               0.008614,               0.008614
                     44,                0.58276,                0.34798,                0.96918,                0.97553,                0.97438,                0.98723,                0.80399,                0.77051,                0.35806,                0.98926,               0.008581,               0.008581,               0.008581
                     45,                0.58398,                0.34698,                 0.9694,                0.97814,                0.97696,                0.98685,                0.80351,                0.76057,                0.35384,                0.98104,               0.008548,               0.008548,               0.008548
                     46,                0.57959,                0.34939,                0.96597,                0.97538,                0.97354,                0.98704,                0.79691,                0.78669,                0.36038,                0.98953,               0.008515,               0.008515,               0.008515
                     47,                0.57449,                0.34195,                0.96278,                0.97762,                0.97668,                0.98944,                0.80733,                0.77056,                0.34956,                0.98688,               0.008482,               0.008482,               0.008482
                     48,                0.57781,                0.34516,                 0.9658,                0.97348,                0.97152,                0.98784,                0.80268,                0.76375,                0.36426,                0.98368,               0.008449,               0.008449,               0.008449
                     49,                0.56963,                 0.3424,                0.96296,                 0.9707,                0.97955,                0.98765,                0.80053,                0.77086,                0.34791,                0.98517,               0.008416,               0.008416,               0.008416
                     50,                0.56337,                0.33693,                0.96031,                0.97027,                0.98507,                0.98916,                0.80941,                0.76925,                0.34777,                0.98317,               0.008383,               0.008383,               0.008383
                     51,                0.56024,                0.33485,                0.96002,                0.97848,                0.97069,                0.98967,                0.80939,                0.75167,                0.34719,                0.97395,                0.00835,                0.00835,                0.00835
                     52,                0.56022,                0.33672,                0.95825,                0.97443,                0.97558,                0.98986,                0.80958,                0.75972,                0.34927,                0.97288,               0.008317,               0.008317,               0.008317
                     53,                0.55657,                0.33331,                0.95623,                0.98616,                0.97811,                0.98875,                0.80544,                0.76206,                0.34706,                0.97431,               0.008284,               0.008284,               0.008284
                     54,                0.56111,                0.33633,                0.95941,                0.97779,                0.97867,                0.98915,                0.81169,                 0.7531,                0.34249,                0.97672,               0.008251,               0.008251,               0.008251
                     55,                0.55527,                0.33332,                0.95745,                0.98446,                0.97979,                 0.9905,                0.81443,                0.75654,                0.33644,                0.97694,               0.008218,               0.008218,               0.008218
                     56,                0.55075,                0.33302,                0.95477,                0.98103,                0.97838,                0.98966,                0.81669,                0.74702,                0.33465,                0.96988,               0.008185,               0.008185,               0.008185
                     57,                0.55079,                0.32831,                0.95401,                0.98439,                0.97638,                0.99006,                 0.8182,                0.73631,                0.32925,                0.96645,               0.008152,               0.008152,               0.008152
                     58,                0.54805,                0.32953,                0.95286,                0.97899,                0.98145,                0.99031,                0.82024,                0.74642,                0.32906,                0.96962,               0.008119,               0.008119,               0.008119
                     59,                0.54849,                0.32833,                0.95241,                0.97677,                0.98177,                0.98993,                0.81645,                0.74538,                0.32903,                0.96639,               0.008086,               0.008086,               0.008086
                     60,                0.54263,                0.32677,                0.95376,                0.97483,                0.97916,                0.98961,                0.81987,                0.74508,                0.33216,                0.97144,               0.008053,               0.008053,               0.008053
                     61,                0.53806,                0.32313,                0.94791,                 0.9746,                0.97913,                0.98917,                 0.8176,                0.74336,                0.33333,                0.97106,                0.00802,                0.00802,                0.00802
                     62,                0.53633,                0.32186,                0.94573,                0.97944,                0.98003,                0.98867,                0.81684,                0.74497,                0.33189,                0.96822,               0.007987,               0.007987,               0.007987
                     63,                0.53492,                0.32429,                0.94946,                0.98073,                 0.9792,                0.98914,                 0.8201,                0.73415,                0.32709,                0.96678,               0.007954,               0.007954,               0.007954
                     64,                 0.5346,                0.32019,                0.94553,                0.98022,                0.97929,                0.98874,                0.82097,                0.73025,                0.32452,                0.96253,               0.007921,               0.007921,               0.007921
                     65,                0.52979,                0.31807,                0.94667,                0.97929,                0.98256,                0.98811,                0.81799,                0.72914,                0.32296,                0.96153,               0.007888,               0.007888,               0.007888
                     66,                0.53048,                0.31887,                0.94581,                0.98123,                0.98255,                0.98925,                0.81889,                0.73295,                0.32189,                0.96351,               0.007855,               0.007855,               0.007855
                     67,                0.52408,                0.31275,                0.94276,                0.98131,                0.97928,                  0.989,                0.82045,                0.73533,                0.32243,                0.96515,               0.007822,               0.007822,               0.007822
                     68,                0.52536,                0.31607,                0.94429,                0.97592,                0.98183,                0.98924,                0.82207,                0.72968,                0.32235,                 0.9609,               0.007789,               0.007789,               0.007789
                     69,                0.52054,                0.31571,                0.94049,                 0.9829,                0.97985,                0.99007,                0.82328,                0.72726,                0.31954,                0.95964,               0.007756,               0.007756,               0.007756
                     70,                0.52276,                0.31399,                0.94108,                0.97706,                0.98415,                0.99073,                0.82564,                0.72922,                  0.319,                0.96188,               0.007723,               0.007723,               0.007723
                     71,                 0.5221,                0.31329,                0.94428,                0.97867,                0.98308,                0.99101,                0.82747,                0.72495,                0.31942,                0.95905,                0.00769,                0.00769,                0.00769
                     72,                0.52225,                0.31461,                0.94351,                0.98138,                0.98219,                0.99084,                0.82819,                0.72501,                 0.3195,                0.95982,               0.007657,               0.007657,               0.007657
                     73,                0.51694,                0.31134,                0.94041,                0.98494,                0.98433,                0.99033,                0.82635,                0.72745,                0.31778,                0.95948,               0.007624,               0.007624,               0.007624
                     74,                0.51006,                0.30942,                0.94115,                 0.9834,                0.98486,                0.98996,                0.82573,                0.72569,                 0.3182,                0.95908,               0.007591,               0.007591,               0.007591
                     75,                0.50998,                0.30631,                0.93963,                0.98148,                 0.9842,                0.99003,                0.82415,                0.72317,                0.31538,                0.95635,               0.007558,               0.007558,               0.007558
                     76,                0.51704,                0.30797,                0.94106,                0.98392,                0.98187,                0.98916,                0.82435,                0.72346,                0.31419,                0.95546,               0.007525,               0.007525,               0.007525
                     77,                0.51199,                0.30678,                0.93873,                0.98538,                0.98482,                0.99022,                0.82685,                0.71939,                0.31273,                0.95365,               0.007492,               0.007492,               0.007492
                     78,                0.50761,                0.30694,                0.93894,                0.98351,                0.98484,                0.99011,                0.82737,                0.71813,                0.31258,                0.95333,               0.007459,               0.007459,               0.007459
                     79,                0.50565,                0.30582,                0.93996,                0.98232,                0.98448,                0.99023,                0.83012,                0.71626,                 0.3112,                0.95268,               0.007426,               0.007426,               0.007426
                     80,                0.50002,                0.30392,                0.93929,                0.98434,                0.98408,                0.99025,                0.82871,                0.71644,                0.31188,                0.95435,               0.007393,               0.007393,               0.007393
                     81,                 0.5048,                0.30568,                0.93743,                0.98491,                0.98573,                 0.9905,                0.82843,                0.71672,                0.31046,                 0.9556,                0.00736,                0.00736,                0.00736
                     82,                0.50293,                0.30373,                0.93814,                  0.984,                0.98369,                0.99061,                0.83118,                0.71443,                0.30929,                0.95532,               0.007327,               0.007327,               0.007327
                     83,                0.50121,                0.30207,                0.93528,                0.98215,                0.98104,                0.99009,                0.82953,                0.71462,                0.31034,                0.95558,               0.007294,               0.007294,               0.007294
                     84,                 0.5031,                0.30339,                0.93561,                0.98262,                0.97981,                0.99015,                0.83156,                0.71365,                0.30918,                0.95486,               0.007261,               0.007261,               0.007261
                     85,                0.50125,                0.30343,                0.93846,                0.98215,                0.98026,                0.99009,                0.83025,                0.71373,                0.30836,                 0.9551,               0.007228,               0.007228,               0.007228
                     86,                0.49692,                0.30065,                0.93493,                0.97988,                0.98261,                0.99007,                0.83064,                0.71205,                0.30658,                0.95392,               0.007195,               0.007195,               0.007195
                     87,                0.49899,                0.30129,                0.93697,                0.97953,                0.98389,                0.98986,                0.83128,                0.71136,                0.30584,                0.95275,               0.007162,               0.007162,               0.007162
                     88,                0.49742,                0.29902,                0.93455,                0.98087,                0.98266,                0.98966,                0.83249,                0.71091,                0.30612,                0.95239,               0.007129,               0.007129,               0.007129
                     89,                0.50102,                0.30108,                0.93796,                 0.9836,                0.98275,                0.98974,                0.83323,                0.71125,                0.30593,                0.95317,               0.007096,               0.007096,               0.007096
                     90,                0.48974,                0.29795,                0.93142,                0.98415,                0.98307,                0.98973,                0.83365,                0.71163,                0.30558,                 0.9539,               0.007063,               0.007063,               0.007063
                     91,                0.48858,                0.29745,                0.93367,                0.98276,                 0.9834,                0.99039,                0.83416,                0.71107,                0.30503,                0.95408,                0.00703,                0.00703,                0.00703
                     92,                0.49142,                0.29398,                0.93465,                 0.9814,                0.98396,                0.98977,                0.83335,                0.71109,                0.30399,                0.95411,               0.006997,               0.006997,               0.006997
                     93,                 0.4806,                0.29068,                0.93129,                0.98087,                0.98431,                0.98972,                0.83406,                 0.7094,                0.30257,                0.95357,               0.006964,               0.006964,               0.006964
                     94,                0.48632,                 0.2937,                0.92836,                0.97992,                0.98551,                0.98967,                0.83374,                  0.709,                0.30242,                0.95315,               0.006931,               0.006931,               0.006931
                     95,                0.48514,                0.29267,                0.93226,                0.98017,                0.98559,                0.98971,                0.83369,                0.70833,                0.30162,                 0.9523,               0.006898,               0.006898,               0.006898
                     96,                0.48137,                0.29227,                0.92885,                0.98079,                0.98588,                0.98979,                0.83395,                0.70811,                0.30037,                0.95179,               0.006865,               0.006865,               0.006865
                     97,                0.48227,                0.29285,                 0.9297,                0.98046,                0.98581,                 0.9898,                0.83546,                0.70789,                0.30123,                  0.952,               0.006832,               0.006832,               0.006832
                     98,                0.48017,                0.29145,                0.92709,                0.98089,                0.98586,                0.98989,                0.83545,                0.70677,                0.30106,                0.95089,               0.006799,               0.006799,               0.006799
                     99,                0.48195,                0.29138,                 0.9308,                0.97986,                0.98582,                0.99002,                0.83509,                0.70535,                0.30051,                0.95009,               0.006766,               0.006766,               0.006766
                    100,                0.48309,                0.29036,                0.93075,                 0.9803,                0.98649,                0.99011,                0.83634,                0.70433,                0.30066,                0.94944,               0.006733,               0.006733,               0.006733
                    101,                0.47668,                0.28849,                0.92988,                0.98027,                0.98649,                0.99012,                0.83625,                0.70349,                0.29971,                0.94934,                 0.0067,                 0.0067,                 0.0067
                    102,                0.48057,                 0.2898,                0.92935,                0.98099,                0.98649,                 0.9901,                0.83654,                0.70306,                0.29988,                0.94871,               0.006667,               0.006667,               0.006667
                    103,                0.47425,                0.28714,                0.92536,                0.98019,                0.98659,                0.99012,                0.83664,                 0.7024,                0.29936,                0.94817,               0.006634,               0.006634,               0.006634
                    104,                0.47113,                0.28549,                0.92444,                0.97887,                0.98711,                0.99018,                0.83594,                0.70223,                0.29856,                0.94786,               0.006601,               0.006601,               0.006601
                    105,                 0.4771,                0.28919,                0.92877,                0.98035,                0.98886,                0.99015,                0.83712,                 0.7017,                0.29892,                 0.9472,               0.006568,               0.006568,               0.006568
                    106,                0.47274,                0.28472,                0.92581,                0.98014,                0.98888,                0.99011,                0.83701,                0.70134,                0.29868,                0.94687,               0.006535,               0.006535,               0.006535
                    107,                0.47017,                 0.2835,                0.92695,                0.98036,                0.98878,                0.99009,                0.83716,                0.70077,                0.29848,                0.94653,               0.006502,               0.006502,               0.006502
                    108,                0.47321,                0.28689,                0.92885,                0.98064,                0.98807,                0.99016,                 0.8376,                0.70065,                0.29838,                0.94638,               0.006469,               0.006469,               0.006469
                    109,                0.46792,                0.28166,                0.92598,                0.97955,                0.98803,                0.99017,                 0.8377,                0.70046,                0.29748,                0.94595,               0.006436,               0.006436,               0.006436
                    110,                0.46736,                0.28256,                0.92577,                0.97949,                0.98817,                0.99004,                0.83712,                0.69963,                0.29748,                0.94518,               0.006403,               0.006403,               0.006403
                    111,                0.47126,                0.28328,                0.92546,                0.97936,                0.98812,                0.99002,                0.83688,                 0.6991,                0.29819,                 0.9449,                0.00637,                0.00637,                0.00637
                    112,                0.46424,                0.28141,                0.92392,                 0.9808,                0.98795,                0.99001,                0.83705,                0.69826,                0.29786,                0.94385,               0.006337,               0.006337,               0.006337
                    113,                0.46635,                0.28345,                0.92531,                0.98139,                0.98606,                0.98996,                0.83696,                0.69784,                0.29794,                0.94376,               0.006304,               0.006304,               0.006304
                    114,                0.46233,                0.27984,                0.92353,                0.98127,                0.98737,                0.98996,                0.83781,                0.69725,                0.29813,                 0.9433,               0.006271,               0.006271,               0.006271
                    115,                0.46084,                0.27943,                0.92395,                0.98166,                0.98737,                 0.9899,                 0.8376,                0.69612,                0.29793,                0.94285,               0.006238,               0.006238,               0.006238
                    116,                0.45886,                0.28013,                0.92427,                0.98178,                0.98722,                 0.9899,                0.83817,                0.69546,                0.29772,                0.94292,               0.006205,               0.006205,               0.006205
                    117,                0.45862,                0.28053,                0.92202,                0.98176,                0.98733,                 0.9899,                0.83824,                0.69495,                0.29709,                 0.9428,               0.006172,               0.006172,               0.006172
                    118,                0.45684,                0.27938,                 0.9211,                0.98167,                0.98748,                0.98991,                0.83864,                0.69446,                0.29651,                0.94265,               0.006139,               0.006139,               0.006139
                    119,                0.45787,                0.27877,                0.92404,                0.98156,                0.98786,                0.98997,                0.83885,                0.69402,                0.29641,                0.94243,               0.006106,               0.006106,               0.006106
                    120,                0.45687,                0.27725,                0.92199,                0.98238,                0.98781,                0.98997,                0.83857,                0.69322,                0.29606,                0.94196,               0.006073,               0.006073,               0.006073
                    121,                0.45961,                0.27922,                0.92214,                0.98226,                0.98789,                0.98995,                0.83818,                0.69308,                0.29565,                0.94159,                0.00604,                0.00604,                0.00604
                    122,                0.45578,                0.27941,                0.92111,                0.98218,                0.98797,                0.98994,                0.83811,                0.69274,                0.29518,                 0.9413,               0.006007,               0.006007,               0.006007
                    123,                 0.4513,                0.27595,                0.91975,                0.98248,                0.98763,                0.98991,                0.83824,                0.69246,                0.29472,                0.94098,               0.005974,               0.005974,               0.005974
                    124,                 0.4552,                0.27976,                0.91935,                0.98233,                 0.9881,                0.98996,                0.83911,                0.69194,                 0.2946,                0.94067,               0.005941,               0.005941,               0.005941
                    125,                0.45085,                0.27623,                0.91954,                0.98242,                0.98816,                0.98997,                0.83974,                0.69176,                0.29518,                0.94046,               0.005908,               0.005908,               0.005908
                    126,                0.45269,                0.27746,                0.91841,                0.98234,                0.98826,                0.99006,                0.83916,                0.69149,                0.29477,                0.94028,               0.005875,               0.005875,               0.005875
                    127,                0.45422,                0.27393,                0.91987,                0.98252,                0.98832,                0.99005,                0.83973,                0.69133,                 0.2941,                0.94036,               0.005842,               0.005842,               0.005842
                    128,                0.44953,                0.27412,                0.91817,                0.98355,                 0.9879,                0.99014,                 0.8401,                0.69108,                0.29394,                0.94018,               0.005809,               0.005809,               0.005809
                    129,                0.44882,                0.27641,                0.91787,                0.98282,                0.98793,                0.99014,                0.83971,                0.69115,                0.29394,                0.94032,               0.005776,               0.005776,               0.005776
                    130,                0.44528,                0.27113,                0.91787,                0.98371,                0.98819,                0.99013,                0.84019,                0.69087,                0.29369,                0.94018,               0.005743,               0.005743,               0.005743
                    131,                0.44731,                0.27482,                0.91909,                0.98334,                0.98874,                0.99036,                0.84054,                0.69097,                0.29358,                 0.9404,                0.00571,                0.00571,                0.00571
                    132,                0.44242,                 0.2705,                0.91776,                0.98357,                0.98854,                0.99036,                0.84069,                0.69115,                0.29333,                0.94061,               0.005677,               0.005677,               0.005677
                    133,                 0.4429,                0.27054,                0.91723,                0.98354,                0.98873,                0.99041,                0.83984,                0.69097,                0.29327,                0.94063,               0.005644,               0.005644,               0.005644
                    134,                0.44271,                0.26896,                0.91617,                0.98394,                0.98879,                0.99042,                0.84007,                0.69079,                0.29281,                 0.9407,               0.005611,               0.005611,               0.005611
                    135,                0.44058,                0.26923,                0.91285,                0.98385,                0.98878,                0.99035,                0.83978,                 0.6905,                0.29253,                0.94068,               0.005578,               0.005578,               0.005578
                    136,                0.44335,                0.26976,                0.91808,                0.98407,                 0.9886,                0.99036,                0.84085,                0.69006,                0.29238,                0.94041,               0.005545,               0.005545,               0.005545
                    137,                0.43491,                0.26678,                 0.9144,                0.98404,                0.98841,                0.99034,                0.84025,                0.68982,                0.29229,                0.94035,               0.005512,               0.005512,               0.005512
                    138,                0.43756,                0.26821,                0.91791,                0.98412,                0.98842,                 0.9903,                0.84022,                0.68941,                0.29212,                0.94017,               0.005479,               0.005479,               0.005479
                    139,                0.43816,                0.26735,                0.91568,                0.98445,                0.98813,                0.99023,                0.84068,                0.68896,                0.29202,                0.93981,               0.005446,               0.005446,               0.005446
                    140,                0.43735,                0.26733,                 0.9123,                0.98506,                0.98901,                0.99076,                0.84092,                0.68852,                0.29136,                0.93951,               0.005413,               0.005413,               0.005413
                    141,                 0.4327,                0.26482,                  0.912,                0.98457,                0.98842,                0.99021,                0.84085,                0.68791,                0.29118,                0.93923,                0.00538,                0.00538,                0.00538
                    142,                0.43771,                0.26833,                0.91436,                0.98464,                0.98811,                0.99017,                0.84019,                0.68751,                0.29119,                0.93904,               0.005347,               0.005347,               0.005347
                    143,                0.43305,                0.26565,                0.91478,                0.98455,                 0.9881,                0.99021,                0.84007,                0.68687,                0.29146,                0.93889,               0.005314,               0.005314,               0.005314
                    144,                0.43004,                0.26788,                0.91326,                0.98415,                0.98818,                0.99018,                0.84029,                0.68663,                0.29137,                 0.9388,               0.005281,               0.005281,               0.005281
                    145,                0.42554,                0.26063,                0.90708,                0.98486,                0.98821,                0.99022,                0.84047,                0.68645,                0.29084,                0.93874,               0.005248,               0.005248,               0.005248
                    146,                0.43413,                0.26423,                0.91651,                 0.9854,                0.98819,                0.99002,                0.84076,                0.68636,                0.29077,                0.93878,               0.005215,               0.005215,               0.005215
                    147,                0.43498,                0.26437,                0.91475,                0.98523,                0.98914,                0.99019,                0.84038,                0.68616,                0.29044,                0.93885,               0.005182,               0.005182,               0.005182
                    148,                0.42806,                0.26071,                0.91131,                0.98527,                0.98911,                0.99018,                0.84036,                0.68585,                0.29038,                0.93876,               0.005149,               0.005149,               0.005149
                    149,                0.42589,                0.26193,                0.91045,                0.98511,                0.98923,                0.99015,                0.84036,                0.68544,                0.29003,                0.93853,               0.005116,               0.005116,               0.005116
                    150,                0.43011,                0.26323,                0.91268,                0.98492,                0.98936,                0.99039,                0.84117,                0.68529,                0.29007,                0.93853,               0.005083,               0.005083,               0.005083
                    151,                0.42749,                0.26342,                0.91174,                0.98495,                 0.9894,                0.99013,                0.84111,                0.68524,                0.29022,                0.93847,                0.00505,                0.00505,                0.00505
                    152,                0.42389,                0.26054,                0.90969,                0.98495,                 0.9895,                0.99042,                0.84148,                0.68506,                0.29013,                0.93849,               0.005017,               0.005017,               0.005017
                    153,                0.42599,                 0.2638,                 0.9125,                 0.9849,                0.98956,                0.99042,                0.84164,                0.68491,                0.28998,                0.93837,               0.004984,               0.004984,               0.004984
                    154,                0.42656,                0.26339,                0.91041,                0.98535,                0.99025,                  0.991,                0.84199,                0.68456,                0.28958,                0.93801,               0.004951,               0.004951,               0.004951
                    155,                0.42319,                0.25958,                0.90944,                0.98548,                0.99009,                0.99071,                0.84274,                0.68434,                0.28965,                0.93786,               0.004918,               0.004918,               0.004918
                    156,                0.42118,                0.26174,                0.90873,                0.98542,                0.99016,                0.99095,                0.84217,                0.68403,                0.28908,                0.93778,               0.004885,               0.004885,               0.004885
                    157,                0.42218,                0.26128,                0.91057,                0.98503,                0.98998,                0.99074,                0.84189,                 0.6839,                0.28914,                0.93756,               0.004852,               0.004852,               0.004852
                    158,                0.42213,                0.26032,                0.91015,                0.98538,                0.99001,                0.99073,                0.84234,                 0.6836,                0.28909,                0.93728,               0.004819,               0.004819,               0.004819
                    159,                 0.4182,                 0.2567,                0.90947,                0.98655,                0.98993,                0.99074,                0.84265,                 0.6835,                0.28841,                0.93729,               0.004786,               0.004786,               0.004786
                    160,                0.41775,                0.25662,                0.91153,                0.98675,                0.98931,                0.99104,                0.84365,                0.68316,                0.28857,                0.93702,               0.004753,               0.004753,               0.004753
                    161,                0.41257,                0.25436,                0.90764,                0.98707,                 0.9901,                0.99097,                0.84358,                0.68275,                0.28825,                 0.9368,                0.00472,                0.00472,                0.00472
                    162,                0.41694,                0.25559,                0.90866,                0.98707,                 0.9902,                0.99093,                0.84336,                0.68291,                0.28814,                0.93685,               0.004687,               0.004687,               0.004687
                    163,                0.41601,                0.25537,                 0.9087,                 0.9872,                0.99006,                0.99068,                0.84373,                0.68282,                0.28761,                0.93673,               0.004654,               0.004654,               0.004654
                    164,                0.40981,                0.25376,                0.90484,                0.98719,                   0.99,                0.99071,                0.84408,                0.68293,                0.28739,                0.93675,               0.004621,               0.004621,               0.004621
